'Time and date','EEG Fp1','EEG Fp2','EEG F3','EEG F4','EEG F7','EEG F8','EEG T3','EEG T4','EEG C3','EEG C4','EEG T5','EEG T6','EEG P3','EEG P4','EEG O1','EEG O2','EEG Fz','EEG Cz','EEG Pz','EEG A2-A1','ECG ECG','EDF Annotations'
'[00:00:02.962 01/01/2011]',-6.461,0.408,-15.555,-5.127,-19.658,7.924,-9.019,-4.165,0.158,-4.451,-7.182,-2.069,5.417,4.520,6.134,-5.027,-5.267,-1.919,0.816,-1.076,0.022,0.000
'[00:00:02.964 01/01/2011]',-7.219,-1.216,-15.307,-6.758,-20.230,5.492,-8.985,-4.479,0.858,-5.369,-7.219,-1.704,5.225,4.307,5.647,-5.074,-6.794,-1.689,-0.094,-1.267,0.026,0.000
'[00:00:02.966 01/01/2011]',-8.139,-3.123,-15.177,-8.793,-20.579,2.589,-9.261,-5.357,1.395,-6.766,-7.476,-1.902,4.629,3.525,4.844,-5.459,-8.676,-1.675,-1.156,-1.577,0.030,0.000
'[00:00:02.968 01/01/2011]',-9.050,-5.042,-15.046,-10.965,-20.627,-0.488,-9.788,-6.623,1.852,-8.475,-7.925,-2.508,3.706,2.328,3.880,-5.999,-10.670,-1.830,-2.254,-1.937,0.033,0.000
'[00:00:02.970 01/01/2011]',-9.779,-6.704,-14.770,-13.000,-20.354,-3.412,-10.505,-8.077,2.300,-10.318,-8.508,-3.314,2.564,0.901,2.914,-6.501,-12.520,-2.098,-3.307,-2.269,0.036,0.000
'[00:00:02.972 01/01/2011]',-10.182,-7.889,-14.236,-14.649,-19.802,-5.872,-11.388,-9.525,2.784,-12.142,-9.171,-4.126,1.322,-0.591,2.064,-6.806,-14.006,-2.434,-4.273,-2.505,0.038,0.000
'[00:00:02.974 01/01/2011]',-10.171,-8.445,-13.370,-15.731,-19.082,-7.616,-12.417,-10.825,3.292,-13.823,-9.884,-4.793,0.076,-2.029,1.390,-6.823,-14.969,-2.800,-5.160,-2.594,0.041,0.000
'[00:00:02.976 01/01/2011]',-9.720,-8.321,-12.161,-16.139,-18.307,-8.480,-13.587,-11.880,3.774,-15.272,-10.637,-5.218,-1.090,-3.329,0.898,-6.526,-15.303,-3.163,-5.981,-2.508,0.043,0.000
'[00:00:02.978 01/01/2011]',-8.865,-7.561,-10.653,-15.844,-17.581,-8.419,-14.862,-12.621,4.159,-16.414,-11.420,-5.335,-2.106,-4.436,0.566,-5.941,-14.982,-3.475,-6.736,-2.245,0.047,0.000
'[00:00:02.980 01/01/2011]',-7.701,-6.298,-8.940,-14.909,-16.972,-7.513,-16.166,-13.007,4.373,-17.184,-12.217,-5.105,-2.907,-5.289,0.380,-5.104,-14.050,-3.686,-7.386,-1.824,0.051,0.000
'[00:00:02.982 01/01/2011]',-6.380,-4.742,-7.169,-13.473,-16.523,-5.988,-17.390,-13.012,4.368,-17.545,-12.974,-4.499,-3.426,-5.822,0.343,-4.052,-12.629,-3.747,-7.852,-1.283,0.056,0.000
'[00:00:02.984 01/01/2011]',-5.090,-3.147,-5.526,-11.753,-16.294,-4.181,-18.411,-12.650,4.109,-17.497,-13.631,-3.526,-3.620,-5.968,0.468,-2.808,-10.913,-3.647,-8.041,-0.681,0.062,0.000
'[00:00:02.986 01/01/2011]',-4.037,-1.774,-4.210,-10.009,-16.377,-2.494,-19.118,-11.981,3.611,-17.116,-14.130,-2.234,-3.474,-5.687,0.756,-1.399,-9.153,-3.422,-7.881,-0.081,0.069,0.000
'[00:00:02.988 01/01/2011]',-3.404,-0.838,-3.417,-8.500,-16.891,-1.305,-19.439,-11.129,2.897,-16.537,-14.438,-0.729,-3.023,-4.991,1.172,0.127,-7.603,-3.168,-7.351,0.452,0.077,0.000
'[00:00:02.990 01/01/2011]',-3.308,-0.465,-3.274,-7.443,-17.938,-0.880,-19.341,-10.256,2.019,-15.937,-14.569,0.838,-2.341,-3.956,1.631,1.696,-6.480,-3.026,-6.494,0.868,0.085,0.000
'[00:00:02.992 01/01/2011]',-3.767,-0.655,-3.813,-6.950,-19.540,-1.303,-18.819,-9.522,1.050,-15.485,-14.573,2.308,-1.537,-2.713,2.024,3.210,-5.916,-3.118,-5.410,1.142,0.094,0.000
'[00:00:02.994 01/01/2011]',-4.686,-1.300,-4.946,-7.022,-21.587,-2.466,-17.890,-9.041,0.086,-15.286,-14.514,3.557,-0.718,-1.420,2.241,4.572,-5.917,-3.519,-4.224,1.285,0.103,0.000
'[00:00:02.996 01/01/2011]',-5.874,-2.204,-6.469,-7.538,-23.818,-4.094,-16.583,-8.842,-0.755,-15.341,-14.444,4.513,0.033,-0.227,2.210,5.696,-6.386,-4.208,-3.059,1.328,0.111,0.000
'[00:00:02.998 01/01/2011]',-7.090,-3.140,-8.100,-8.298,-25.880,-5.840,-14.943,-8.867,-1.358,-15.536,-14.379,5.175,0.673,0.751,1.939,6.543,-7.130,-5.055,-1.995,1.316,0.120,0.000
'[00:00:03.000 01/01/2011]',-8.085,-3.907,-9.536,-9.063,-27.403,-7.371,-13.032,-8.986,-1.615,-15.670,-14.289,5.585,1.211,1.463,1.502,7.120,-7.915,-5.845,-1.057,1.294,0.128,0.400
'[00:00:03.002 01/01/2011]',-8.662,-4.368,-10.489,-9.596,-28.095,-8.448,-10.929,-9.043,-1.446,-15.503,-14.110,5.812,1.702,1.920,1.036,7.485,-8.504,-6.316,-0.210,1.288,0.137,0.400
'[00:00:03.004 01/01/2011]',-8.691,-4.447,-10.742,-9.697,-27.809,-8.965,-8.716,-8.894,-0.807,-14.817,-13.751,5.920,2.247,2.187,0.717,7.720,-8.690,-6.232,0.638,1.305,0.144,0.400
'[00:00:03.006 01/01/2011]',-8.118,-4.132,-10.157,-9.225,-26.554,-8.934,-6.450,-8.438,0.307,-13.468,-13.121,5.958,2.955,2.364,0.702,7.927,-8.313,-5.427,1.606,1.338,0.152,0.400
'[00:00:03.008 01/01/2011]',-6.956,-3.442,-8.695,-8.110,-24.469,-8.457,-4.137,-7.629,1.870,-11.414,-12.156,5.973,3.943,2.574,1.115,8.187,-7.285,-3.847,2.814,1.368,0.160,0.400
'[00:00:03.010 01/01/2011]',-5.275,-2.409,-6.415,-6.360,-21.772,-7.675,-1.733,-6.466,3.816,-8.718,-10.825,6.023,5.298,2.928,2.009,8.557,-5.596,-1.562,4.362,1.384,0.167,0.400
'[00:00:03.012 01/01/2011]',-3.196,-1.086,-3.484,-4.064,-18.731,-6.725,0.845,-4.986,6.053,-5.533,-9.144,6.183,7.061,3.528,3.371,9.057,-3.323,1.240,6.288,1.386,0.174,0.400
'[00:00:03.014 01/01/2011]',-0.888,0.452,-0.161,-1.400,-15.635,-5.731,3.670,-3.246,8.459,-2.079,-7.162,6.539,9.222,4.439,5.124,9.686,-0.643,4.290,8.564,1.382,0.181,0.400
'[00:00:03.016 01/01/2011]',1.440,2.093,3.220,1.383,-12.798,-4.785,6.754,-1.325,10.882,1.389,-4.949,7.167,11.702,5.686,7.149,10.413,2.189,7.274,11.095,1.389,0.188,0.400
'[00:00:03.018 01/01/2011]',3.560,3.685,6.298,4.008,-10.549,-3.953,10.016,0.685,13.170,4.618,-2.584,8.120,14.388,7.262,9.306,11.225,4.869,9.893,13.726,1.426,0.195,0.157
'[00:00:03.020 01/01/2011]',5.249,5.057,8.736,6.197,-9.194,-3.275,13.275,2.675,15.175,7.383,-0.143,9.389,17.132,9.109,11.462,12.120,7.102,11.904,16.279,1.502,0.202,0.157
'[00:00:03.022 01/01/2011]',6.326,6.038,10.282,7.745,-8.950,-2.775,16.287,4.531,16.780,9.516,2.310,10.913,19.793,11.141,13.503,13.104,8.659,13.171,18.584,1.621,0.209,0.157
'[00:00:03.024 01/01/2011]',6.692,6.499,10.839,8.543,-9.892,-2.471,18.797,6.149,17.919,10.930,4.705,12.574,22.235,13.237,15.344,14.183,9.413,13.680,20.503,1.771,0.216,0.157
'[00:00:03.026 01/01/2011]',6.346,6.377,10.420,8.591,-11.889,-2.390,20.613,7.444,18.570,11.618,6.966,14.237,24.340,15.259,16.923,15.332,9.367,13.533,21.947,1.934,0.223,0.157
'[00:00:03.028 01/01/2011]',5.373,5.688,9.193,8.000,-14.620,-2.582,21.652,8.371,18.766,11.660,8.989,15.758,26.004,17.052,18.188,16.474,8.634,12.916,22.875,2.081,0.231,0.157
'[00:00:03.030 01/01/2011]',3.949,4.518,7.412,6.937,-17.635,-3.127,21.970,8.922,18.552,11.191,10.663,17.010,27.142,18.482,19.100,17.498,7.404,12.044,23.290,2.182,0.239,0.157
'[00:00:03.032 01/01/2011]',2.279,3.019,5.360,5.606,-20.448,-4.120,21.752,9.118,18.008,10.382,11.877,17.894,27.703,19.423,19.629,18.240,5.898,11.121,23.228,2.204,0.247,0.157
'[00:00:03.034 01/01/2011]',0.589,1.375,3.323,4.201,-22.653,-5.633,21.274,9.006,17.232,9.404,12.574,18.351,27.683,19.805,19.778,18.563,4.331,10.287,22.753,2.122,0.254,0.157
'[00:00:03.036 01/01/2011]',-0.909,-0.207,1.562,2.888,-23.980,-7.654,20.852,8.642,16.342,8.407,12.768,18.350,27.144,19.615,19.576,18.370,2.887,9.618,21.952,1.926,0.259,0.000
'[00:00:03.038 01/01/2011]',-2.030,-1.527,0.284,1.806,-24.336,-10.066,20.786,8.083,15.486,7.501,12.562,17.897,26.217,18.912,19.109,17.638,1.722,9.138,20.937,1.623,0.263,0.000
'[00:00:03.040 01/01/2011]',-2.632,-2.407,-0.355,1.065,-23.768,-12.612,21.291,7.403,14.837,6.760,12.132,17.044,25.089,17.798,18.479,16.429,0.949,8.836,19.842,1.240,0.265,0.000
'[00:00:03.042 01/01/2011]',-2.624,-2.713,-0.261,0.749,-22.420,-14.937,22.463,6.672,14.569,6.222,11.673,15.873,23.952,16.419,17.790,14.853,0.662,8.718,18.798,0.823,0.266,0.000
'[00:00:03.044 01/01/2011]',-1.981,-2.371,0.585,0.919,-20.493,-16.647,24.238,5.965,14.811,5.906,11.344,14.501,22.958,14.930,17.124,13.041,0.914,8.816,17.912,0.428,0.265,0.000
'[00:00:03.046 01/01/2011]',-0.750,-1.388,2.121,1.608,-18.198,-17.399,26.399,5.367,15.630,5.825,11.216,13.049,22.185,13.479,16.494,11.128,1.726,9.198,17.263,0.107,0.263,0.000
'[00:00:03.048 01/01/2011]',0.960,0.159,4.225,2.809,-15.750,-16.985,28.615,4.956,16.994,6.001,11.249,11.647,21.621,12.192,15.873,9.221,3.073,9.956,16.872,-0.095,0.261,0.000
'[00:00:03.050 01/01/2011]',2.997,2.131,6.722,4.481,-13.342,-15.370,30.494,4.802,18.778,6.461,11.320,10.393,21.186,11.174,15.198,7.413,4.886,11.171,16.724,-0.153,0.258,0.000
'[00:00:03.052 01/01/2011]',5.190,4.363,9.434,6.549,-11.125,-12.707,31.674,4.964,20.796,7.258,11.261,9.373,20.764,10.517,14.415,5.789,7.077,12.899,16.783,-0.065,0.255,0.000
'[00:00:03.054 01/01/2011]',7.389,6.691,12.181,8.919,-9.185,-9.289,31.899,5.485,22.828,8.435,10.926,8.639,20.258,10.273,13.503,4.440,9.526,15.133,16.999,0.158,0.251,0.000
'[00:00:03.056 01/01/2011]',9.488,8.993,14.860,11.483,-7.521,-5.484,31.072,6.378,24.663,10.002,10.231,8.226,19.606,10.467,12.491,3.443,12.110,17.793,17.337,0.493,0.246,0.000
'[00:00:03.058 01/01/2011]',11.426,11.193,17.393,14.117,-6.065,-1.664,29.266,7.612,26.124,11.912,9.169,8.149,18.790,11.069,11.440,2.838,14.707,20.714,17.755,0.910,0.240,0.000
'[00:00:03.060 01/01/2011]',13.184,13.262,19.734,16.692,-4.695,1.846,26.700,9.118,27.066,14.038,7.794,8.400,17.812,11.985,10.401,2.611,17.176,23.668,18.203,1.378,0.233,0.000
'[00:00:03.062 01/01/2011]',14.760,15.197,21.840,19.054,-3.308,4.806,23.687,10.763,27.402,16.178,6.193,8.935,16.686,13.058,9.405,2.661,19.379,26.376,18.613,1.865,0.225,0.000
'[00:00:03.064 01/01/2011]',16.149,16.991,23.649,21.048,-1.863,7.076,20.563,12.391,27.082,18.085,4.448,9.683,15.413,14.097,8.440,2.823,21.167,28.550,18.891,2.336,0.215,0.000
'[00:00:03.066 01/01/2011]',17.329,18.628,25.099,22.524,-0.401,8.619,17.635,13.813,26.118,19.513,2.643,10.538,14.009,14.908,7.485,2.903,22.407,29.944,18.950,2.760,0.202,0.000
'[00:00:03.068 01/01/2011]',18.259,20.038,26.113,23.364,0.956,9.481,15.136,14.879,24.588,20.293,0.863,11.377,12.518,15.348,6.523,2.736,23.000,30.395,18.724,3.110,0.188,0.000
'[00:00:03.070 01/01/2011]',18.902,21.136,26.650,23.516,2.064,9.800,13.214,15.492,22.632,20.367,-0.785,12.091,11.031,15.355,5.585,2.224,22.914,29.860,18.214,3.360,0.172,0.000
'[00:00:03.072 01/01/2011]',19.215,21.826,26.704,23.013,2.810,9.762,11.927,15.631,20.449,19.813,-2.162,12.583,9.695,14.963,4.759,1.374,22.202,28.424,17.495,3.500,0.156,0.000
'[00:00:03.074 01/01/2011]',19.184,22.022,26.313,21.977,3.151,9.574,11.254,15.350,18.273,18.813,-3.110,12.803,8.691,14.282,4.160,0.285,21.003,26.287,16.707,3.528,0.139,0.000
'[00:00:03.076 01/01/2011]',18.824,21.682,25.561,20.598,3.135,9.419,11.112,14.760,16.313,17.615,-3.483,12.731,8.175,13.469,3.900,-0.887,19.511,23.725,16.015,3.448,0.122,0.000
'[00:00:03.078 01/01/2011]',18.167,20.818,24.541,19.091,2.863,9.407,11.378,13.981,14.725,16.445,-3.198,12.376,8.261,12.673,4.044,-1.971,17.948,21.021,15.570,3.268,0.107,0.000
'[00:00:03.080 01/01/2011]',17.269,19.512,23.348,17.650,2.459,9.563,11.896,13.121,13.576,15.468,-2.264,11.769,8.949,12.009,4.571,-2.828,16.503,18.426,15.443,2.999,0.092,0.000
'[00:00:03.082 01/01/2011]',16.203,17.914,22.044,16.412,2.014,9.823,12.515,12.239,12.830,14.747,-0.801,10.935,10.147,11.514,5.404,-3.368,15.307,16.111,15.621,2.646,0.079,0.000
'[00:00:03.084 01/01/2011]',15.061,16.215,20.672,15.437,1.575,10.078,13.093,11.347,12.375,14.249,0.987,9.900,11.674,11.167,6.410,-3.570,14.400,14.155,16.006,2.220,0.068,0.000
'[00:00:03.086 01/01/2011]',13.927,14.626,19.258,14.699,1.137,10.213,13.534,10.416,12.064,13.881,2.851,8.679,13.309,10.895,7.450,-3.458,13.748,12.558,16.454,1.727,0.057,0.000
'[00:00:03.088 01/01/2011]',12.894,13.335,17.804,14.137,0.678,10.165,13.782,9.412,11.758,13.528,4.568,7.294,14.836,10.605,8.414,-3.083,13.260,11.278,16.825,1.185,0.046,0.000
'[00:00:03.090 01/01/2011]',12.029,12.475,16.332,13.666,0.159,9.945,13.836,8.311,11.382,13.100,5.987,5.789,16.092,10.214,9.254,-2.511,12.845,10.271,17.036,0.616,0.035,0.000
'[00:00:03.092 01/01/2011]',11.375,12.085,14.862,13.225,-0.441,9.628,13.741,7.138,10.933,12.573,7.058,4.241,16.992,9.681,9.966,-1.811,12.428,9.510,17.084,0.044,0.025,0.000
'[00:00:03.094 01/01/2011]',10.921,12.100,13.423,12.789,-1.135,9.312,13.571,5.956,10.489,11.963,7.833,2.764,17.548,9.018,10.596,-1.042,11.976,9.012,17.033,-0.509,0.014,0.000
'[00:00:03.096 01/01/2011]',10.613,12.369,12.048,12.358,-1.929,9.079,13.403,4.874,10.181,11.340,8.430,1.491,17.842,8.290,11.199,-0.262,11.494,8.805,16.999,-1.024,0.005,0.000
'[00:00:03.098 01/01/2011]',10.356,12.680,10.770,11.941,-2.827,8.938,13.299,3.998,10.143,10.784,8.983,0.559,17.999,7.613,11.833,0.475,10.999,8.899,17.090,-1.493,-0.004,0.000
'[00:00:03.100 01/01/2011]',10.050,12.815,9.610,11.528,-3.812,8.824,13.299,3.422,10.472,10.369,9.607,0.065,18.170,7.109,12.522,1.124,10.498,9.270,17.383,-1.915,-0.012,0.000
'[00:00:03.102 01/01/2011]',9.605,12.612,8.590,11.082,-4.855,8.615,13.410,3.188,11.190,10.135,10.358,0.043,18.486,6.894,13.263,1.649,9.971,9.843,17.891,-2.293,-0.019,0.000
'[00:00:03.104 01/01/2011]',8.988,11.988,7.724,10.543,-5.876,8.178,13.626,3.285,12.240,10.090,11.249,0.445,19.029,7.054,14.030,2.046,9.384,10.497,18.586,-2.633,-0.025,0.000
'[00:00:03.106 01/01/2011]',8.208,10.961,7.049,9.852,-6.770,7.411,13.932,3.659,13.501,10.218,12.260,1.173,19.851,7.627,14.793,2.346,8.686,11.105,19.425,-2.934,-0.029,0.000
'[00:00:03.108 01/01/2011]',7.323,9.632,6.574,8.979,-7.407,6.280,14.318,4.241,14.820,10.496,13.365,2.097,20.956,8.614,15.539,2.623,7.852,11.566,20.357,-3.194,-0.033,0.000
'[00:00:03.110 01/01/2011]',6.407,8.141,6.293,7.936,-7.688,4.829,14.760,4.954,16.049,10.895,14.554,3.104,22.319,9.979,16.286,2.993,6.893,11.823,21.365,-3.405,-0.035,0.000
'[00:00:03.112 01/01/2011]',5.527,6.633,6.167,6.781,-7.573,3.153,15.216,5.753,17.059,11.387,15.825,4.116,23.870,11.653,17.076,3.563,5.856,11.876,22.437,-3.563,-0.038,0.000
'[00:00:03.114 01/01/2011]',4.710,5.218,6.114,5.610,-7.119,1.366,15.602,6.593,17.762,11.936,17.165,5.091,25.508,13.538,17.959,4.415,4.814,11.768,23.553,-3.666,-0.040,0.000
'[00:00:03.116 01/01/2011]',3.946,3.964,6.004,4.508,-6.465,-0.422,15.802,7.434,18.106,12.473,18.521,6.006,27.096,15.494,18.967,5.539,3.830,11.566,24.665,-3.729,-0.042,0.000
'[00:00:03.118 01/01/2011]',3.207,2.909,5.710,3.548,-5.806,-2.126,15.695,8.220,18.080,12.919,19.795,6.840,28.472,17.355,20.084,6.845,2.958,11.343,25.683,-3.773,-0.043,0.000
'[00:00:03.120 01/01/2011]',2.459,2.071,5.117,2.758,-5.334,-3.683,15.202,8.885,17.726,13.188,20.862,7.552,29.470,18.942,21.242,8.157,2.217,11.175,26.490,-3.827,-0.045,0.000
'[00:00:03.122 01/01/2011]',1.702,1.463,4.179,2.153,-5.164,-5.038,14.347,9.362,17.135,13.206,21.614,8.087,29.970,20.080,22.344,9.254,1.617,11.141,26.980,-3.921,-0.046,0.000
'[00:00:03.124 01/01/2011]',0.965,1.093,2.944,1.726,-5.300,-6.132,13.279,9.606,16.464,12.953,22.002,8.409,29.927,20.650,23.278,9.938,1.159,11.314,27.093,-4.076,-0.048,0.000
'[00:00:03.126 01/01/2011]',0.314,0.965,1.536,1.480,-5.623,-6.905,12.269,9.619,15.917,12.455,22.073,8.503,29.406,20.620,23.953,10.098,0.865,11.750,26.832,-4.295,-0.049,0.000
'[00:00:03.128 01/01/2011]',-0.169,1.064,0.151,1.416,-5.934,-7.314,11.636,9.442,15.707,11.776,21.955,8.416,28.555,20.030,24.331,9.724,0.761,12.470,26.266,-4.566,-0.050,0.000
'[00:00:03.130 01/01/2011]',-0.416,1.357,-0.997,1.546,-6.004,-7.344,11.668,9.136,16.000,10.997,21.798,8.214,27.576,19.000,24.401,8.909,0.876,13.433,25.492,-4.859,-0.050,0.000
'[00:00:03.132 01/01/2011]',-0.386,1.792,-1.720,1.860,-5.659,-7.036,12.524,8.758,16.870,10.160,21.720,7.984,26.643,17.673,24.169,7.805,1.219,14.534,24.599,-5.136,-0.050,0.000
'[00:00:03.134 01/01/2011]',-0.070,2.321,-1.886,2.330,-4.819,-6.484,14.166,8.324,18.257,9.267,21.724,7.777,25.850,16.185,23.634,6.568,1.764,15.623,23.630,-5.359,-0.049,0.000
'[00:00:03.136 01/01/2011]',0.506,2.893,-1.434,2.902,-3.515,-5.821,16.375,7.804,19.985,8.262,21.700,7.605,25.183,14.628,22.779,5.307,2.455,16.537,22.591,-5.499,-0.048,0.000
'[00:00:03.138 01/01/2011]',1.287,3.464,-0.368,3.521,-1.868,-5.188,18.781,7.153,21.794,7.075,21.441,7.439,24.536,13.048,21.581,4.087,3.216,17.152,21.457,-5.540,-0.047,0.000
'[00:00:03.140 01/01/2011]',2.215,3.989,1.260,4.139,-0.030,-4.709,20.973,6.332,23.421,5.666,20.737,7.246,23.764,11.480,20.053,2.931,3.981,17.422,20.214,-5.477,-0.046,0.000
'[00:00:03.142 01/01/2011]',3.220,4.418,3.358,4.739,1.865,-4.457,22.587,5.360,24.660,4.070,19.443,7.017,22.758,9.955,18.274,1.864,4.708,17.395,18.893,-5.315,-0.045,0.000
'[00:00:03.144 01/01/2011]',4.235,4.685,5.827,5.340,3.726,-4.440,23.378,4.331,25.404,2.411,17.568,6.797,21.495,8.554,16.396,0.934,5.401,17.190,17.583,-5.063,-0.045,0.000
'[00:00:03.146 01/01/2011]',5.198,4.725,8.539,5.982,5.520,-4.599,23.264,3.403,25.670,0.893,15.254,6.682,20.059,7.402,14.642,0.230,6.086,16.967,16.411,-4.730,-0.045,0.000
'[00:00:03.148 01/01/2011]',6.053,4.504,11.353,6.704,7.244,-4.829,22.305,2.769,25.548,-0.260,12.762,6.792,18.610,6.645,13.228,-0.152,6.799,16.868,15.511,-4.320,-0.046,0.000
'[00:00:03.150 01/01/2011]',6.764,4.035,14.108,7.518,8.880,-4.990,20.662,2.591,25.160,-0.864,10.370,7.236,17.323,6.415,12.321,-0.130,7.555,16.989,14.979,-3.840,-0.047,0.000
'[00:00:03.152 01/01/2011]',7.313,3.402,16.621,8.391,10.372,-4.941,18.543,2.964,24.610,-0.825,8.308,8.065,16.327,6.783,11.980,0.335,8.338,17.353,14.834,-3.293,-0.048,0.000
'[00:00:03.154 01/01/2011]',7.704,2.755,18.714,9.249,11.620,-4.563,16.149,3.888,23.935,-0.167,6.693,9.267,15.670,7.752,12.144,1.209,9.089,17.914,15.025,-2.688,-0.048,0.000
'[00:00:03.156 01/01/2011]',7.960,2.285,20.217,10.003,12.499,-3.778,13.651,5.278,23.117,0.990,5.539,10.760,15.311,9.236,12.664,2.423,9.742,18.580,15.434,-2.037,-0.048,0.000
'[00:00:03.158 01/01/2011]',8.120,2.179,21.012,10.581,12.910,-2.553,11.180,7.002,22.099,2.476,4.784,12.437,15.155,11.103,13.355,3.877,10.237,19.249,15.928,-1.354,-0.047,0.000
'[00:00:03.160 01/01/2011]',8.213,2.569,21.037,10.963,12.811,-0.912,8.832,8.922,20.830,4.129,4.331,14.181,15.097,13.206,14.050,5.479,10.570,19.836,16.395,-0.657,-0.047,0.000
'[00:00:03.162 01/01/2011]',8.273,3.497,20.322,11.206,12.240,1.070,6.669,10.919,19.300,5.827,4.095,15.902,15.056,15.403,14.649,7.148,10.796,20.282,16.774,0.034,-0.047,0.000
'[00:00:03.164 01/01/2011]',8.305,4.906,18.975,11.421,11.317,3.269,4.731,12.909,17.555,7.501,4.015,17.533,14.990,17.568,15.112,8.797,11.014,20.576,17.052,0.692,-0.046,0.000
'[00:00:03.166 01/01/2011]',8.311,6.649,17.152,11.749,10.204,5.519,3.027,14.809,15.696,9.117,4.023,19.014,14.887,19.571,15.438,10.328,11.351,20.741,17.249,1.286,-0.046,0.000
'[00:00:03.168 01/01/2011]',8.278,8.520,15.075,12.304,9.068,7.633,1.547,16.518,13.857,10.626,4.040,20.255,14.742,21.264,15.615,11.590,11.900,20.819,17.384,1.771,-0.045,0.000
'[00:00:03.170 01/01/2011]',8.206,10.305,12.971,13.134,8.057,9.402,0.284,17.891,12.166,11.947,3.973,21.141,14.551,22.466,15.613,12.397,12.692,20.874,17.448,2.098,-0.045,0.000
'[00:00:03.172 01/01/2011]',8.107,11.819,11.077,14.193,7.283,10.663,-0.748,18.753,10.746,12.958,3.722,21.523,14.313,23.002,15.377,12.572,13.677,20.954,17.405,2.214,-0.044,0.000
'[00:00:03.174 01/01/2011]',8.031,12.942,9.608,15.361,6.842,11.315,-1.476,18.942,9.699,13.551,3.244,21.253,14.058,22.731,14.874,11.995,14.739,21.110,17.214,2.083,-0.044,0.000
'[00:00:03.176 01/01/2011]',8.043,13.619,8.728,16.468,6.814,11.370,-1.758,18.359,9.115,13.661,2.580,20.245,13.870,21.615,14.127,10.665,15.730,21.367,16.866,1.696,-0.044,0.000
'[00:00:03.178 01/01/2011]',8.220,13.881,8.562,17.367,7.270,10.955,-1.403,17.046,9.073,13.336,1.894,18.513,13.885,19.770,13.239,8.732,16.522,21.740,16.411,1.085,-0.044,0.000
'[00:00:03.180 01/01/2011]',8.634,13.808,9.150,17.966,8.249,10.298,-0.230,15.183,9.627,12.747,1.427,16.203,14.280,17.465,12.397,6.483,17.044,22.204,15.968,0.323,-0.044,0.000
'[00:00:03.182 01/01/2011]',9.313,13.522,10.407,18.253,9.718,9.671,1.855,13.073,10.780,12.153,1.444,13.575,15.208,15.073,11.818,4.275,17.295,22.718,15.688,-0.488,-0.044,0.000
'[00:00:03.184 01/01/2011]',10.232,13.160,12.176,18.292,11.550,9.322,4.778,11.079,12.441,11.810,2.149,10.956,16.735,12.994,11.687,2.446,17.333,23.216,15.704,-1.238,-0.044,0.000
'[00:00:03.186 01/01/2011]',11.302,12.848,14.175,18.189,13.516,9.396,8.283,9.534,14.421,11.922,3.607,8.661,18.795,11.552,12.089,1.222,17.253,23.612,16.082,-1.834,-0.042,0.000
'[00:00:03.188 01/01/2011]',12.395,12.684,16.084,18.047,15.325,9.909,11.961,8.665,16.442,12.555,5.728,6.940,21.176,10.924,12.994,0.685,17.146,23.824,16.788,-2.220,-0.040,0.000
'[00:00:03.190 01/01/2011]',13.361,12.731,17.600,17.960,16.695,10.743,15.346,8.553,18.195,13.640,8.281,5.910,23.570,11.119,14.258,0.750,17.077,23.778,17.699,-2.383,-0.038,0.000
'[00:00:03.192 01/01/2011]',14.090,13.017,18.515,17.962,17.422,11.700,18.048,9.143,19.424,15.005,10.969,5.572,25.647,11.999,15.683,1.224,17.083,23.444,18.654,-2.349,-0.035,0.000
'[00:00:03.194 01/01/2011]',14.522,13.537,18.737,18.077,17.445,12.570,19.848,10.284,19.990,16.449,13.506,5.837,27.144,13.340,17.076,1.879,17.180,22.826,19.513,-2.166,-0.033,0.000
'[00:00:03.196 01/01/2011]',14.675,14.258,18.343,18.302,16.852,13.190,20.747,11.793,19.916,17.805,15.676,6.560,27.928,14.908,18.295,2.511,17.370,21.965,20.208,-1.887,-0.032,0.000
'[00:00:03.198 01/01/2011]',14.626,15.124,17.523,18.625,15.842,13.476,20.939,13.477,19.377,18.983,17.362,7.593,28.027,16.504,19.281,2.996,17.645,20.940,20.750,-1.561,-0.031,0.000
'[00:00:03.200 01/01/2011]',14.463,16.045,16.519,19.023,14.649,13.425,20.711,15.169,18.622,19.966,18.529,8.799,27.586,17.980,20.031,3.293,17.984,19.815,21.211,-1.222,-0.031,0.000
'[00:00:03.202 01/01/2011]',14.262,16.905,15.547,19.432,13.468,13.079,20.334,16.723,17.893,20.754,19.196,10.063,26.813,19.237,20.580,3.428,18.330,18.641,21.667,-0.894,-0.031,0.000
'[00:00:03.204 01/01/2011]',14.039,17.563,14.729,19.754,12.401,12.490,19.967,17.996,17.341,21.335,19.398,11.272,25.906,20.202,20.962,3.460,18.583,17.437,22.158,-0.598,-0.032,0.000
'[00:00:03.206 01/01/2011]',13.755,17.877,14.075,19.849,11.454,11.698,19.633,18.860,16.991,21.648,19.173,12.332,25.010,20.824,21.205,3.460,18.608,16.166,22.662,-0.345,-0.032,0.000
'[00:00:03.208 01/01/2011]',13.337,17.740,13.505,19.570,10.571,10.726,19.246,19.213,16.752,21.597,18.570,13.168,24.191,21.073,21.319,3.503,18.257,14.784,23.103,-0.143,-0.032,0.000
